# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
01/11/2018 00:00:00,Class A,265527020,91.000000,181.000000,Unknown value,,,,,9034755,SCEO,STJERNEBORG,Passenger,,10,30,GPS,3.0,LKRONA_VEN,,AIS,4,26,6,4
01/11/2018 00:00:00,Class A,211801150,55.283568,5.647803,Under way using engine,0.0,3.1,138.2,145,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,266205000,57.716073,10.583873,Under way using engine,0.0,0.0,291.3,305,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,265041000,56.032620,12.617383,Under way using engine,0.0,0.0,259.0,78,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219000615,55.468622,8.333625,Restricted maneuverability,0.0,9.0,231.8,229,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219613000,55.068333,7.805150,Under way using engine,0.0,5.7,265.9,268,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219005302,54.952605,12.467278,Unknown value,0.0,0.0,9.2,18,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,265509950,57.599478,11.793820,Under way using engine,0.0,0.0,350.3,96,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219001061,55.716882,12.593568,Under way using engine,0.0,0.0,237.9,22,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,220338000,55.449553,10.664232,Under way using engine,0.0,0.0,292.5,343,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class B,219004344,57.592552,9.961923,Unknown value,,0.0,188.1,188,Unknown,,HG 102 SIGRID,Fishing,,4,10,GPS,,,,AIS,2,8,2,2
01/11/2018 00:00:00,AtoN,992111960,55.122783,7.233617,Unknown value,,,,,Unknown,,DT PLATFORM,Undefined,,44,59,Surveyed,,,,AIS,33,26,18,26
01/11/2018 00:00:00,Class A,999999000,91.000000,181.000000,Unknown value,,,,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,212702000,54.930645,13.375187,Under way using engine,0.0,8.5,251.9,254,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,220046000,57.334350,11.406400,Engaged in fishing,,2.4,84.5,86,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class B,219944000,57.120995,8.601038,Unknown value,,0.0,235.3,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,375219000,56.386000,11.565833,Under way using engine,0.0,9.8,114.0,119,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,211222720,54.315768,10.134952,Under way using engine,0.0,0.0,243.0,17,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,211188000,54.591667,11.298483,Under way using engine,0.0,13.2,180.3,177,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,211543450,54.431285,12.690110,Under way using engine,,0.0,54.7,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219024411,54.182300,15.551700,Unknown value,0.0,0.0,10.8,189,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class B,219005997,54.911242,9.610508,Unknown value,,0.0,149.1,149,Unknown,,EMILY,Fishing,,4,10,GPS,,,,AIS,8,2,2,2
01/11/2018 00:00:00,Class A,565036000,56.785410,7.640077,Under way using engine,-3.6,11.6,33.8,35,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Base Station,2190071,57.110037,8.648282,Unknown value,,,,,Unknown,,,Undefined,,,,GPS,,,,AIS,,,,
01/11/2018 00:00:00,Class A,235081865,57.170645,8.595478,Unknown value,,6.7,58.4,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,265511420,57.681855,11.871923,Under way using engine,-5.4,0.0,345.0,68,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219945000,57.795567,11.338867,Under way using engine,0.0,16.5,331.2,330,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219005999,55.821302,10.052855,Under way using engine,0.0,0.0,239.6,61,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,305024000,55.287400,5.330297,Under way using engine,0.0,13.0,6.4,4,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,AtoN,992111923,54.949617,13.083867,Unknown value,,,,,Unknown,,BALTIC2 WINDFARM SW,Undefined,,12,8,Surveyed,,,,AIS,4,4,4,8
01/11/2018 00:00:00,Class B,219023293,55.761267,12.603978,Unknown value,,0.0,161.5,161,Unknown,,KYSTSIKRING 2,Other,Category Y,12,20,GPS,,,,AIS,17,3,5,7
01/11/2018 00:00:00,Class A,218176000,55.468515,10.882415,Under way using engine,0.0,8.2,138.8,139,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,265610950,55.613708,12.997310,Under way using engine,0.0,0.1,352.5,330,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Base Station,2190068,56.447253,10.945873,Unknown value,,,,,Unknown,,,Undefined,,,,GPS,,,,AIS,,,,
01/11/2018 00:00:00,Class A,261027170,56.504670,11.585415,Unknown value,,4.5,147.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219000961,55.560198,9.753777,Under way using engine,0.0,0.0,65.1,347,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219000554,56.458415,10.041877,Moored,0.0,0.0,182.7,331,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,AtoN,992111840,54.612903,12.629997,Unknown value,,,,,Unknown,,WIND FARM BALTIC1NW,Undefined,,60,60,GPS,,,,AIS,30,30,30,30
01/11/2018 00:00:00,Base Station,2614800,53.981433,14.580327,Unknown value,,,,,Unknown,,,Undefined,,,,GPS,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219005095,56.551400,8.302887,Unknown value,0.0,0.0,135.4,355,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,351126000,57.624850,11.370667,Under way using engine,0.0,2.0,293.0,278,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219023313,58.156795,9.964168,Engaged in fishing,0.0,2.0,53.8,49,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,246546000,57.820605,9.630150,Under way using engine,0.0,12.3,273.8,272,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,209183000,54.776873,13.607232,Under way using engine,0.0,14.5,334.0,336,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219001819,55.610978,12.501857,Under way using engine,,0.3,134.0,104,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219000618,56.703072,8.222592,Under way using engine,0.0,0.0,242.2,85,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class B,219015318,57.592797,9.960655,Unknown value,,0.0,154.1,154,Unknown,,FN 22 ILSE III,Fishing,,4,9,GPS,,,,AIS,2,7,1,3
01/11/2018 00:00:00,Class A,538006809,57.840740,9.839452,Under way using engine,0.0,13.9,89.4,90,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219159000,91.000000,181.000000,Unknown value,,,,,9192076,OYVA2,FENJA,Tug,,11,33,GPS,5.1,DKFRC,29/10/2019 01:00:00,AIS,11,22,6,5
01/11/2018 00:00:00,Class A,255805557,54.461128,10.268058,Under way using engine,-2.2,14.8,38.0,34,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219005929,57.121568,8.599285,Engaged in fishing,,0.0,185.3,146,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,209223000,54.536887,11.318660,Under way using engine,0.0,10.4,114.7,116,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,220498000,55.462432,15.010095,Under way using engine,0.0,7.7,269.7,268,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219017105,54.997963,11.883748,Under way using engine,0.0,0.0,0.0,120,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,259222000,56.607425,11.705962,Under way using engine,0.0,20.2,210.5,210,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219000575,55.712537,12.588502,Under way using engine,,0.0,227.7,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,311076200,57.131058,11.622150,Under way using engine,0.0,5.7,157.3,156,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,257898500,57.617745,7.797873,Engaged in fishing,0.0,1.7,86.0,105,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219001859,54.908737,10.925063,Under way using engine,0.0,8.9,213.0,211,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class B,219005803,57.592768,9.962152,Unknown value,,0.0,334.6,334,Unknown,,FN 25 THEODORA,Fishing,,3,8,GPS,,,,AIS,6,2,2,1
01/11/2018 00:00:00,Class A,255805908,91.000000,181.000000,Unknown value,,,,,9736377,CQIA8,AUTO ENERGY,Cargo,,32,181,GPS,8.3,FIHKO,02/11/2018 15:30:00,AIS,31,150,15,17
01/11/2018 00:00:00,Class A,220273000,56.430872,11.114522,Under way using engine,,16.4,239.4,238,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,356791000,56.505652,6.786638,Under way using engine,0.0,11.1,207.8,209,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,265724260,57.414545,10.603002,Under way using engine,0.0,9.1,214.8,213,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,265547240,57.639685,11.817027,Under way using engine,-1.1,17.2,184.0,184,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class B,266367000,55.555778,14.358503,Unknown value,,0.0,0.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,305279000,55.129358,7.076827,Under way using engine,0.0,9.0,167.9,168,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219001682,57.122840,8.599355,Engaged in fishing,,0.0,185.1,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219013964,55.269237,9.887408,Moored,,0.0,265.3,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,220051000,57.593528,9.961940,Engaged in fishing,0.0,0.1,179.4,132,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219005866,57.320587,11.123357,Unknown value,0.0,0.0,197.9,177,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,265874000,54.607750,12.378733,Under way using engine,0.0,12.2,29.3,34,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219005969,57.321072,11.127085,Engaged in fishing,0.0,0.0,263.5,157,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,244790715,57.060383,8.311017,Under way using engine,0.0,8.9,218.5,216,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219001111,57.718885,10.591913,Under way using engine,0.0,0.0,192.9,60,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219023834,54.933933,10.833697,Under way using engine,0.0,0.0,306.0,304,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,311000671,54.920850,13.930567,Under way using engine,0.0,13.5,171.8,168,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,236278000,55.910500,12.638833,Under way using engine,0.0,10.2,170.0,167,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219965000,57.075413,10.031512,Under way using engine,0.0,8.6,148.4,147,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,246376000,54.557267,14.931017,Restricted maneuverability,0.0,4.5,78.0,78,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,AtoN,992111930,55.019892,7.799550,Unknown value,,,,,Unknown,,BU PLATFORM,Undefined,,42,63,GPS,,,,AIS,7,56,36,6
01/11/2018 00:00:00,Class A,219001549,57.123315,8.598850,Engaged in fishing,,0.0,243.2,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219015595,57.594153,9.957698,Unknown value,,0.0,0.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,246355000,54.574728,10.178815,Under way using engine,0.0,8.7,169.7,171,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219024175,55.516200,10.569927,Under way using engine,0.0,0.0,129.2,205,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class B,220073000,56.126390,12.309462,Unknown value,,0.0,295.3,295,Unknown,,H440 BODOE,Fishing,,4,15,GPS,,,,AIS,10,5,2,2
01/11/2018 00:00:00,Class A,229044000,55.740553,7.686098,Restricted maneuverability,0.0,0.0,179.7,213,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219065000,56.701793,8.218630,Under way using engine,0.0,0.0,220.6,229,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219017815,55.965945,11.844705,Under way using engine,0.0,0.0,67.1,243,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,566278000,55.054195,14.023640,Under way using engine,0.0,13.4,236.6,236,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,211436320,54.073580,14.093148,Restricted maneuverability,0.0,0.1,179.9,148,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,244850855,55.672140,11.097388,Under way using engine,0.0,0.1,230.0,284,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,219002786,56.000515,8.128875,Under way using engine,0.0,0.0,235.1,306,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class B,211794540,54.401622,10.215917,Unknown value,,0.0,187.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,231711000,55.459572,15.083087,Under way using engine,0.0,14.7,263.8,264,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,232005533,57.710432,10.257350,Under way using engine,0.0,10.1,66.3,69,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,228056800,54.473058,13.712243,Restricted maneuverability,,0.3,257.7,343,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:00,Class A,258818000,57.751128,9.768757,Under way using engine,,16.5,84.4,87,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class B,219005839,57.715328,10.586868,Unknown value,,0.0,216.4,216,Unknown,,PEDIT,Fishing,,4,10,GPS,,,,AIS,6,4,2,2
01/11/2018 00:00:01,Class A,220307000,56.950773,11.705372,Under way using engine,,3.2,254.3,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,308687000,54.358370,13.831648,Restricted maneuverability,0.2,0.0,13.5,17,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,277504000,54.405698,11.948112,Under way using engine,0.0,21.3,92.1,93,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,538005407,57.435320,8.658698,Under way using engine,0.0,11.0,236.3,236,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,258902000,56.026483,10.546510,Under way using engine,0.0,11.2,25.1,27,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,219001559,56.695490,8.222797,Engaged in fishing,0.0,0.0,233.1,75,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,219013885,57.718168,10.587402,Engaged in fishing,0.0,0.0,188.9,307,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,211641190,54.660897,9.934778,Under way using engine,,0.0,,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,219007705,56.991478,10.307198,Unknown value,,0.0,0.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,253454000,54.580258,13.699265,Restricted maneuverability,-5.4,11.8,326.7,329,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Base Station,2573125,58.433333,8.766667,Unknown value,,,,,Unknown,,,Undefined,,,,Surveyed,,,,AIS,,,,
01/11/2018 00:00:01,Class A,219015359,55.743388,10.868895,Under way using engine,,0.0,7.1,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,256662000,54.667598,12.445848,Under way using engine,0.0,8.2,233.4,232,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,211265530,54.772833,12.655000,Under way using engine,,15.6,238.0,235,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,AtoN,992111931,54.966755,7.784453,Unknown value,,,,,Unknown,,BU1 WINDFARM,Undefined,,11,8,Surveyed,,,,AIS,4,4,4,7
01/11/2018 00:00:01,Class A,209322000,56.649015,11.745148,Under way using engine,0.0,16.3,90.8,91,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class B,219004472,57.593775,9.957383,Unknown value,,0.0,177.9,177,Unknown,,HG 27 NEPTUN,Fishing,,4,12,GPS,,,,AIS,3,9,2,2
01/11/2018 00:00:01,Class A,219002827,57.717483,10.587288,Under way using engine,0.0,0.0,272.9,131,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,538005398,57.253865,7.523475,Under way using engine,0.0,13.9,27.3,26,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,212519000,54.450908,11.591172,Under way using engine,0.0,8.2,115.9,119,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,219015362,57.716635,10.582102,Reserved for future amendment [HSC],0.0,0.0,310.0,307,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Base Station,2190047,55.697250,12.613717,Unknown value,,,,,Unknown,,,Undefined,,,,Surveyed,,,,AIS,,,,
01/11/2018 00:00:01,Base Station,2655125,56.174227,15.601643,Unknown value,,,,,Unknown,,,Undefined,,,,Surveyed,,,,AIS,,,,
01/11/2018 00:00:01,Class A,231259000,56.046025,12.686628,Under way using engine,0.0,0.0,354.7,339,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Base Station,2655161,58.822227,12.200320,Unknown value,,,,,Unknown,,,Undefined,,,,Surveyed,,,,AIS,,,,
01/11/2018 00:00:01,Class B,219005252,55.695612,12.611125,Unknown value,,0.0,0.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,219798000,56.370413,8.119977,Under way using engine,0.0,0.0,268.7,357,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,219002881,56.412383,10.921850,Engaged in fishing,,0.0,107.7,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,219015793,54.356765,13.830692,Restricted maneuverability,0.0,0.3,105.4,290,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,219005847,57.360337,9.097870,Engaged in fishing,,6.6,116.3,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,219001518,57.593372,9.962173,Unknown value,0.0,0.0,17.2,132,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
01/11/2018 00:00:01,Class A,219012959,54.616237,13.661482,Under way using engine,0.0,6.6,328.8,329,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
